voltage,current,power,kwh
231.90869898462932,4.311596856349864,999.8968175023147,0.0
225.87848854619673,4.07953514621317,921.4792327977186,0.0002559664535549218
225.05984756425244,5.773469716504936,1299.3762143134286,0.0007218756746185715
228.51857811944976,5.747258197416534,1313.3552713589784,0.001094462726132482
228.4566822185674,3.757908313934159,858.5192654829686,0.0009539102949810762
227.44333127228256,6.38564216326025,1452.371725924656,0.0020171829526731333
232.64615691375926,4.892402885747176,1138.1987294428661,0.001896997882404777
229.08213330448297,6.215320448104675,1423.818867422794,0.002768536686655433
231.69136112926083,4.435607779573824,1027.6920038849976,0.0022837600086333277
229.89731094561506,5.713587604106696,1313.5384260363287,0.003283846065090822
229.57239818186892,4.647712585305245,1066.986524268579,0.0029638514563016085
230.20588398023932,4.820962900808818,1109.8140262166328,0.0033910984134397112
229.92821446213205,5.746663118797636,1321.3199900205273,0.004404399966735091
231.22587455775596,6.224664030476964,1439.303384275242,0.005197484443216152
225.63036663951368,4.647383051397824,1048.590741801153,0.004077852884782261
232.563552104842,6.447990684449234,1499.5676175144451,0.0062481984063101886
228.5796595010289,6.414888864566401,1466.31311239953,0.006516947166220133
227.15000762903873,5.683345190301214,1290.9719033353813,0.006096256210194856
227.7951481046203,5.129851501712432,1168.5552825872924,0.005842776412936463
231.57033168999718,5.943624598192701,1376.3671196443102,0.0072641597981227485
234.64018516096255,5.073612442118901,1190.4733628537424,0.006613740904743014
231.40744426549173,4.8886006060675475,1131.258572284825,0.006599008338328146
231.12116250920323,5.963106758966564,1378.2001662988393,0.00842233434960402
231.2904213527945,4.68523907161341,1083.6509190120412,0.006923325315910263
228.15792931242038,4.6767948399532395,1067.0478265027436,0.007113652176684958
229.18694061223061,4.49136334889678,1029.3618251115554,0.007148346007719135
228.63543544582905,4.917374803937515,1124.286129548602,0.008119844268962124
232.16257835640545,4.056727611718633,941.8203420262206,0.0070636525651966535
228.6282574227187,3.365943990363452,769.5499090992682,0.005985388181883197
231.90112923344722,5.225744971855651,1211.8561600593343,0.009762174622700192
226.84926998012958,3.969428790844579,900.4620234412012,0.007503850195343343
230.03116700338657,4.613514294485481,1061.2520771473007,0.009138559553212867
229.46443885859154,5.814652372303728,1334.255943768453,0.01186005283349736
229.02790974545283,6.597497520672621,1511.011066710458,0.013850934778179197
226.16789822338873,4.870003598095565,1101.4384781216147,0.010402474515593027
225.35433603167877,4.976478880179004,1121.4710938184116,0.010903191189901225
232.9513049028004,4.760317997437777,1108.9222892554158,0.011089222892554158
232.97470793284745,3.13899695370056,731.3068984904859,0.007516209790041106
233.86019389608137,5.003977002267667,1170.2310320018485,0.012352438671130624
232.38514862608915,6.9084146308092045,1605.4129607512457,0.01739197374147183
233.67549505597444,4.582707673849005,1070.8664843834792,0.011898516493149769
229.77421510341148,5.358774639799926,1231.3082367760946,0.014023232696616632
230.19505507077497,5.586037697409155,1285.8782553825254,0.015001912979462797
228.8610340659469,4.499928707299084,1029.858337175508,0.012301085694040792
233.9453273645712,5.8234526739852335,1362.369542207563,0.016651183293647995
228.1134634678214,6.320071545424224,1441.693409591146,0.018021167619889325
228.03678422275118,5.994050459229163,1366.8639911915232,0.017465484331891688
229.88154797489327,4.3361923142403835,996.8106015144142,0.013013916186438186
229.33138420144488,4.995974285596884,1145.7336983507582,0.015276449311343443
229.69274586137303,5.4677894892268615,1255.9115815724722,0.017094352082514204
232.23381797743775,5.941472474620155,1379.8108371888936,0.019164039405401297
230.55543605992233,4.590940903204812,1058.466381863719,0.014994940409736018
230.49709678096005,5.997697454934025,1382.4518507328457,0.019968748955029994
231.174136609752,4.678322723601434,1081.507216410345,0.015922189574930082
230.40702643586894,5.391448257331503,1242.2275611545992,0.018633413417318986
232.10525200198967,6.405520129065255,1486.7548637605082,0.022714310418563317
228.7792646287017,6.804136400916494,1556.6453222350567,0.024214482790323105
230.9243123789716,3.8508500450537833,889.2548987285767,0.014079869229869132
231.69464506970678,4.650522923912185,1077.5012582443685,0.01735974249393705
231.75451640324977,5.304728820885331,1229.3948625346613,0.020148415802651396
229.57451769688535,3.076854626468913,706.367416895031,0.01177279028158385
228.73347951637496,4.83386351381302,1105.6664210217027,0.018734903245089963
227.23727625383913,7.2036975513847255,1636.9486105331152,0.028191892736959205
232.30340634769297,5.690170783388689,1321.8460556813131,0.023132305974422982
226.14382099450637,4.26719197476596,964.9990980906674,0.017155539521611866
229.11139538903942,5.348189258431638,1225.3311038039446,0.02212403381868233
232.5355470768444,4.407465763063452,1024.8924624364213,0.018789695144667724
230.5044098172473,3.5900316353343404,827.5181233279893,0.015401031739715356
231.4578413766231,6.025552210031764,1394.6613076360927,0.02634360247757064
229.64002861430777,4.209939590160076,966.7706479488669,0.01852977075235328
229.6616759912701,3.7173118919631483,853.7240792905358,0.016600190430649305
228.94072580641352,4.15890572978678,952.1428963378373,0.018778373788885125
227.0331078765804,4.287573627814207,973.421165972324,0.019468423319446482
229.44361246185676,4.72831249025412,1084.881098612423,0.021998977832974134
230.9985190108568,5.889777517372042,1360.5298838163826,0.0279664476117812
232.14337165562526,5.457354732501128,1266.8887279235946,0.026393515165074884
229.51404110132853,5.054652726554961,1160.1137736354776,0.024491290776748973
230.47892952400966,4.719636469252634,1087.7767611758236,0.023266336280705114
224.33741268007134,6.047562218796833,1356.6944611866331,0.02939504665904372
232.16929105283162,4.442019411460152,1031.30049760162,0.02263131647514666
230.23532259041713,5.912996108108426,1361.3805664262245,0.030252901476138322
231.36111202304704,5.628121903995259,1302.128542309612,0.029297892201966266
231.49555021572556,6.310772479393312,1460.9157474034132,0.033276414246411076
231.51735959966754,5.6227250791139465,1301.7584640712928,0.03001276458831036
225.21506048012975,5.799852537068868,1306.214139911799,0.030478329931275312
230.4707455762102,4.2492944283978815,979.3380550856957,0.023123259633967816
229.27225152042612,4.509602314904809,1033.9266761999513,0.024699359486998838
229.73334753665344,5.326120671935024,1223.587531347803,0.0295700320075719
227.28840968329598,5.671141990965435,1288.9848442146945,0.03150851841413698
230.74078798747811,5.578453044232788,1287.1766511774194,0.03182186720966398
230.92092402567732,6.169839775138138,1424.745101965276,0.0356186275491319
228.22700372003985,4.749454215105987,1083.953704819153,0.027399940871817477
234.48666801911432,5.229388725681352,1226.2219380617423,0.03133678286157786
227.7176289319805,4.923441718986348,1121.1544744323655,0.028963157256169443
226.4449943296861,3.3240795963639975,752.7211853500706,0.019654386506362954
228.92825728761065,4.601498752810223,1053.4130903919583,0.027798400996454455
230.31917822345008,6.159947968184831,1418.7541539315412,0.0378334441048411
228.20973773787944,4.773808436670923,1089.4295713435477,0.029354074561201142
229.2399045939809,6.108435202344842,1400.297103004046,0.03811919891511014
231.83943572071865,4.895492295149252,1134.9681712825284,0.03121162471026953
226.13192941271203,5.004929431063147,1131.7743488207764,0.03143817635613268
228.82851287207157,5.821651391382622,1332.1598303497117,0.0373744841292558
231.79619304797745,5.059021041782158,1172.661818034717,0.03322541817765031
230.68992421388344,4.91292918936905,1133.363262363722,0.03242678222873983
230.2856819971715,5.3818283168226255,1239.3580043311879,0.035803675680678756
229.68280544745895,7.647303360834602,1756.4540900242728,0.05122991095904129
229.42476217187877,5.722169280053273,1312.807326183453,0.03865488238206834
229.0415662304158,5.565174620289271,1274.6563113768143,0.03788561814369976
227.77481235720487,6.7081939165799644,1527.9576106047446,0.045838728318142334
226.79435004831308,4.762628400335178,1080.1372125756536,0.03270415449187396
227.27471188633538,5.43701129881684,1235.6951764613473,0.03775735261409672
231.14026478358088,4.703012441230841,1087.0555409465717,0.03351754584585263
232.92543104324986,5.489956252090476,1278.7504264267586,0.0397833465999436
231.81262200077364,4.845771554462425,1123.3110096566995,0.03525948446977974
232.53932274467778,6.296269253590278,1464.1301880480212,0.04636412262152067
230.2553402940468,4.7088753905698155,1084.2437054579154,0.034635562813238964
229.45411254559306,5.721494194235084,1312.8203727729742,0.04230198978935139
231.46855162637607,5.871242072888155,1359.0078988592632,0.044167756712926054
233.2598551806399,3.702414287311039,863.6246204769051,0.028307695893409666
227.1159155093696,5.757730440886948,1307.6722203382053,0.043225831727846234
225.82774056403656,4.762387424571702,1075.4791917816085,0.035849306392720284
226.31820038676528,4.799978035328376,1086.3223908515195,0.03651250258139829
231.49870946091963,5.923633763697663,1371.3135716151392,0.046472293260290835
229.12256067566383,3.2665518557596336,748.4407257714889,0.025571724797192535
228.6984804516612,5.946673659907351,1359.9952297627299,0.0468442801362718
229.22214773767595,4.842911364741088,1110.1025443291514,0.03854522723365109
231.62250220765537,4.798789745723352,1111.507688472881,0.038902769096550834
229.73820569537745,6.340548701946684,1456.6662819093858,0.05138794938958111
234.021668184348,7.377609539250917,1726.5204915882587,0.06138739525647142
226.86359052392106,3.9700875306725454,900.6683119026212,0.03227394784317726
231.74309650160896,4.65009226134848,1077.6267796630657,0.03891430037672181
232.18978527135897,5.366509227174108,1246.0486251143227,0.04534232496943785
228.44325000026276,4.209162859573556,961.5548434213829,0.03525701092545071
229.39243011274218,5.273061504599814,1209.600392674104,0.04468801450712662
230.18343511993706,6.098840630061827,1403.8520864766726,0.05225449432996503
227.56238470870665,4.521393967339735,1028.8991934153903,0.03858371975307714
230.96044218904393,6.4690604598874515,1494.0970643632656,0.05644366687594559
231.9702622780425,4.568218896216002,1059.6909354987358,0.04032712726759078
231.6719763841823,5.961467535516811,1381.10496610332,0.0529423570339606
229.0666368586757,3.36173343537161,770.060972055937,0.02973290975438201
232.09970580679536,4.96500976561935,1152.3773059281173,0.044814673008315674
230.86536223911938,5.819535388513023,1343.5291455324334,0.05262155820002031
231.45138618559355,5.077981269770136,1175.3058039127784,0.0463592844876707
232.8776856980517,4.662591865664564,1085.8136030305247,0.04313092923149029
231.57462485042709,7.282681261755006,1686.4841810961505,0.06745936724384602
227.5315934763785,6.0551308473588294,1377.7335704075285,0.055492046585858795
